"month","day1-5","day6-10","day11-15","day16-20","day21-25","day26-30"
23,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
24,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
25,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
26,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
27,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
28,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
29,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
30,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
31,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
32,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
33,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
34,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
35,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
36,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
37,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
38,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
39,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
40,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
41,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
42,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
43,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
44,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
45,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
46,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
47,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
48,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
49,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
50,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
51,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
52,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
53,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
54,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
55,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
56,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
57,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
58,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
59,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
60,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07,1.10304978197591e-07
