"name","value"
"thresh_start",7
"thresh_end",36
"thresh",7186.54200632463
"thresh_dur1",10
"thresh_dur2",70
"thresh_dur3",100
"thresh_dist1",0.359443449860464
"thresh_dist2",0.287554759888371
"thresh_dist3",0.359443449860464
