year,month,0-9y,10-19y,20-29y,30-39y,40-49y,50-59y,60-69y,70-79y,80yr+,Vaccine,cov1,0.6,,,,0-9y,10-19y,20-29y,30-39y,40-49y,50-59y,60-69y,70-79y,80yr+,
2021,11,0,0,0.148314802399715,0.162475666416248,0.182028001069998,0.213310344714368,0.241487713570361,0.330554908804047,0.330554908804047,2,,0,0,0,5,0,0,0,0,0,0,0,0,0,
2021,12,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0,0,0,6,0,0,0,0,0,0,0,0,0,
2022,1,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,7,0,0,3.22927963467085E-03,5.29223328437507E-03,8.14061598807862E-03,1.26978255564432E-02,3.51799127148642E-02,4.81552152996307E-02,4.81552152996307E-02,
2022,2,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,8,0,0,6.4585592693417E-03,1.05844665687501E-02,1.62812319761572E-02,2.53956511128864E-02,7.03598254297285E-02,9.63104305992614E-02,9.63104305992614E-02,
2022,3,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,9,0,0,9.68783890401255E-03,1.58766998531252E-02,2.44218479642359E-02,3.80934766693297E-02,0.105539738144593,0.144465645898892,0.144465645898892,
2022,4,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,10,0,0,1.29171185386834E-02,2.11689331375003E-02,3.25624639523145E-02,5.07913022257729E-02,0.140719650859457,0.192620861198523,0.192620861198523,
2022,5,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,11,0,0,1.61463981733542E-02,2.64611664218754E-02,4.07030799403931E-02,6.34891277822161E-02,0.175899563574321,0.240776076498154,0.240776076498154,
2022,6,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,0.166666666666667,0.166666666666667,0.166666666666667,12,0,0,1.93756778080251E-02,3.17533997062504E-02,4.88436959284717E-02,7.61869533386593E-02,0.211079476289185,0.288931291797784,0.288931291797784,
2022,7,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2022,8,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2022,9,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2022,10,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2022,11,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2022,12,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,1,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,2,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,3,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,4,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,5,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,6,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,7,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,8,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,9,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,10,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,11,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2023,12,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,1,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,2,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,3,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,4,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,5,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,6,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,7,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,8,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,9,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,10,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,11,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
2024,12,0,0,0.151544082034386,0.167767899700623,0.190168617058077,0.226008170270812,0.276667626285225,0.378710124103678,0.378710124103678,2,,,,,,,,,,,,,,,
